country	year	hbv_deaths_num	hbv_diagnosed_num	hbv_diagnosis_rate_pct	hbv_livingwith_num	hbv_new_infections_num	hbv_prevalence_hbsag_pct	hbv_prevalence_pct	hbv_treatment_num	hbv_treatment_rate_diagnosed_pct	hbv_treatment_rate_infected_pct	hbv_vaccine_hepb3_coverage_pct	hcv_deaths_num	hcv_diagnosed_num	hcv_diagnosis_rate_pct	hcv_livingwith_num	hcv_new_infections_num	hcv_prevalence_pct	hcv_treatment_cumulative_num	hcv_treatment_rate_diagnosed_pct
DJI	2020						2.795					70.0								
DJI	2021											59.0								
DJI	2022	101.0	4552.0	7.0	61866.0	725.0		5.5	352.0	8.0	1.0	59.0	28.0	899.0	17.0	7388.0	157.0	0.7	405.0	32.0
DJI	2023											72.0								
DJI	2024											77.0								
DMA	2000											0.0								
DMA	2001											0.0								
DMA	2002											0.0								
DMA	2003											0.0								
DMA	2004											0.0								
DMA	2005											0.0								
DMA	2006											7.0								
DMA	2007											93.0								
DMA	2008											96.0								
DMA	2009											99.0								
DMA	2010											98.0								
DMA	2011											98.0								
DMA	2012											97.0								
DMA	2013											97.0								
DMA	2014											97.0								
DMA	2015						0.8					98.0								
DMA	2016											99.0								
DMA	2017											91.0								
DMA	2018											94.0								
DMA	2019											99.0								
DMA	2020						0.87					97.0								
DMA	2021											92.0								
DMA	2022	4.0	76.0	7.0	1142.0	4.0		1.6	4.0	5.0	0.0	82.0	3.0	169.0	38.0	456.0	7.0	0.6	10.0	6.0
DMA	2023											56.0								
DMA	2024											90.0								
DNK	2000											0.0								
DNK	2001											0.0								
DNK	2002											0.0								
DNK	2003											0.0								
DNK	2004											0.0								
DNK	2005											0.0								
DNK	2006											0.0								
DNK	2007											0.0								
DNK	2008											0.0								
DNK	2009											0.0								
DNK	2010											0.0								
DNK	2011											0.0								
DNK	2012											0.0								
DNK	2013											0.0								
DNK	2014											0.0								
DNK	2015						0.8					0.0								
DNK	2016											0.0								
DNK	2017											0.0								
DNK	2018											0.0								
DNK	2019											0.0								
DNK	2020						0.7350000000000001					0.0								
DNK	2021											0.0								
DNK	2022			0.0	14548.0			0.2			0.0	0.0				9975.0		0.2		
DNK	2023											0.0								
DNK	2024											0.0								
DOM	2000											68.0								
DOM	2001											66.0								
DOM	2002											63.0								
DOM	2003											79.0								
DOM	2004											82.0								
DOM	2005											87.0								
DOM	2006											84.0								
DOM	2007											81.0								
DOM	2008											81.0								
DOM	2009											80.0								
DOM	2010											83.0								
DOM	2011											80.0								
DOM	2012											74.0								
DOM	2013											80.0								
DOM	2014											89.0								
DOM	2015						0.9					81.0								
DOM	2016											80.0								
DOM	2017											81.0								
DOM	2018											84.0								
DOM	2019											87.0								
DOM	2020						0.68					81.0								
DOM	2021											83.0								
DOM	2022	750.0	16689.0	9.0	175955.0	281.0		1.6	603.0	4.0	0.0	87.0	377.0	7203.0	12.0	62536.0	537.0	0.6		0.0
DOM	2023											90.0								
DOM	2024											86.0								
DZA	2000											0.0								
DZA	2001											0.0								
DZA	2002											0.0								
DZA	2003											0.0								
DZA	2004											81.0								
DZA	2005											83.0								
DZA	2006											80.0								
DZA	2007											90.0								
DZA	2008											91.0								
DZA	2009											94.0								
DZA	2010											95.0								
DZA	2011											95.0								
DZA	2012											95.0								
DZA	2013											95.0								
DZA	2014											95.0								
DZA	2015						1.0					95.0								
DZA	2016											91.0								
DZA	2017											91.0								
DZA	2018											91.0								
DZA	2019											88.0								
DZA	2020						1.175					84.0								
DZA	2021											81.0								
DZA	2022	2020.0	48227.0	8.0	588849.0	709.0		1.3	900.0	2.0	0.0	77.0	1802.0	71474.0	30.0	273188.0	5150.0	0.6	16332.0	19.0
DZA	2023											94.0								
DZA	2024											92.0								
ECU	2000											36.0								
ECU	2001											69.0								
ECU	2002											75.0								
ECU	2003											82.0								
ECU	2004											88.0								
ECU	2005											92.0								
ECU	2006											96.0								
ECU	2007											94.0								
ECU	2008											93.0								
ECU	2009											91.0								
ECU	2010											90.0								
ECU	2011											88.0								
ECU	2012											88.0								
ECU	2013											87.0								
ECU	2014											83.0								
ECU	2015						0.85					78.0								
ECU	2016											83.0								
ECU	2017											85.0								
ECU	2018											85.0								
ECU	2019											85.0								
ECU	2020						0.76					70.0								
ECU	2021											68.0								
ECU	2022	429.0	8244.0	8.0	108234.0	251.0		0.6	37.0	0.0	0.0	70.0	164.0	1325.0	5.0	30583.0	430.0	0.6	276.0	17.0
ECU	2023											70.0								
ECU	2024											70.0								
EGY	2000											98.0								
EGY	2001											99.0								
EGY	2002											97.0								
EGY	2003											98.0								
EGY	2004											97.0								
EGY	2005											98.0								
EGY	2006											98.0								
EGY	2007											98.0								
EGY	2008											97.0								
EGY	2009											97.0								
EGY	2010											97.0								
EGY	2011											96.0								
EGY	2012											93.0								
EGY	2013											97.0								
EGY	2014											94.0								
EGY	2015						1.4					93.0								
EGY	2016											95.0								
EGY	2017											94.0								
EGY	2018											95.0								
EGY	2019											95.0								
EGY	2020						0.875					94.0								
EGY	2021											96.0								
EGY	2022	1407.0	30424.0	6.0	952159.0	1778.0		1.0	16198.0	46.0	3.0	97.0	7288.0	4438967.0	100.0	484523.0	9708.0	0.4	4046024.0	49.0
EGY	2023											96.0								
EGY	2024											97.0								
ERI	2000											0.0								
ERI	2001											0.0								
ERI	2002											86.0								
ERI	2003											91.0								
ERI	2004											84.0								
ERI	2005											96.0								
ERI	2006											94.0								
ERI	2007											95.0								
ERI	2008											95.0								
ERI	2009											95.0								
ERI	2010											95.0								
ERI	2011											94.0								
ERI	2012											94.0								
ERI	2013											94.0								
ERI	2014											94.0								
ERI	2015						1.2999999999999998					95.0								
ERI	2016											95.0								
ERI	2017											95.0								
ERI	2018											95.0								
ERI	2019											95.0								
ERI	2020						2.7					95.0								
ERI	2021											95.0								
ERI	2022	799.0	12552.0	7.0	170611.0	775.0		4.6	62.0	0.0	0.0	95.0	90.0	2954.0	16.0	24372.0	515.0	0.7	1327.0	31.0
ERI	2023											95.0								
ERI	2024											95.0								
ESP	2000											77.0								
ESP	2001											83.0								
ESP	2002											82.0								
ESP	2003											81.0								
ESP	2004											97.0								
ESP	2005											96.0								
ESP	2006											97.0								
ESP	2007											96.0								
ESP	2008											97.0								
ESP	2009											96.0								
ESP	2010											97.0								
ESP	2011											97.0								
ESP	2012											96.0								
ESP	2013											95.0								
ESP	2014											96.0								
ESP	2015						0.4					97.0								
ESP	2016											97.0								
ESP	2017											95.0								
ESP	2018											96.0								
ESP	2019											95.0								
ESP	2020						0.415					94.0								
ESP	2021											93.0								
ESP	2022											95.0				54676.0		0.1	161125.0	
ESP	2023											93.0								
ESP	2024											94.0								
EST	2000											0.0								
EST	2001											0.0								
EST	2002											0.0								
EST	2003											0.0								
EST	2004											90.0								
EST	2005											95.0								
EST	2006											95.0								
EST	2007											95.0								
EST	2008											94.0								
EST	2009											95.0								
EST	2010											94.0								
EST	2011											94.0								
EST	2012											94.0								
EST	2013											93.0								
EST	2014											93.0								
EST	2015						0.75					91.0								
EST	2016											93.0								
EST	2017											92.0								
EST	2018											93.0								
EST	2019											91.0								
EST	2020						0.995					90.0								
EST	2021											84.0								
EST	2022		3273.0							0.0		83.0				12423.0		0.9		
EST	2023											82.0								
EST	2024											81.0								
ETH	2000											0.0								
ETH	2001											0.0								
ETH	2002											0.0								
ETH	2003											0.0								
ETH	2004											0.0								
ETH	2005											0.0								
ETH	2006											0.0								
ETH	2007											47.0								
ETH	2008											52.0								
ETH	2009											56.0								
ETH	2010											61.0								
ETH	2011											65.0								
ETH	2012											62.0								
ETH	2013											59.0								
ETH	2014											61.0								
ETH	2015						4.15					62.0								
ETH	2016											64.0								
ETH	2017											65.0								
ETH	2018											62.0								
ETH	2019											61.0								
ETH	2020						3.25					62.0								
ETH	2021											63.0								
ETH	2022	33867.0	368883.0	5.0	7660095.0	32926.0		6.2	1254.0	0.0	0.0	63.0	3465.0	45331.0	8.0	691928.0	13490.0	0.5	8649.0	16.0
ETH	2023											70.0								
ETH	2024											73.0								
FIN	2000											0.0								
FIN	2001											0.0								
FIN	2002											0.0								
FIN	2003											0.0								
FIN	2004											0.0								
FIN	2005											0.0								
FIN	2006											0.0								
FIN	2007											0.0								
FIN	2008											0.0								
FIN	2009											0.0								
FIN	2010											0.0								
FIN	2011											0.0								
FIN	2012											0.0								
FIN	2013											0.0								
FIN	2014											0.0								
FIN	2015						1.1					0.0								
FIN	2016											0.0								
FIN	2017											0.0								
FIN	2018											0.0								
FIN	2019											0.0								
FIN	2020						0.88					0.0								
FIN	2021											0.0								
FIN	2022		7873.0							0.0		0.0				25650.0		0.5		
FIN	2023											0.0								
FIN	2024											0.0								
FJI	2000											98.0								
FJI	2001											98.0								
FJI	2002											99.0								
FJI	2003											99.0								
FJI	2004											99.0								
FJI	2005											99.0								
FJI	2006											99.0								
FJI	2007											99.0								
FJI	2008											98.0								
FJI	2009											99.0								
FJI	2010											98.0								
FJI	2011											99.0								
FJI	2012											99.0								
FJI	2013											99.0								
FJI	2014											99.0								
FJI	2015						1.25					99.0								
FJI	2016											95.0								
FJI	2017											91.0								
FJI	2018											94.0								
FJI	2019											97.0								
FJI	2020						1.4649999999999999					99.0								
FJI	2021											98.0								
FJI	2022	133.0	380.0	2.0	16113.0	37.0		1.7	3.0	1.0	0.0	98.0	3.0	76.0	11.0	700.0	10.0	0.1	0.0	0.0
FJI	2023											97.0								
FJI	2024											93.0								
FRA	2000											26.0								
FRA	2001											28.0								
FRA	2002											29.0								
FRA	2003											28.0								
FRA	2004											35.0								
FRA	2005											35.0								
FRA	2006											39.0								
FRA	2007											42.0								
FRA	2008											47.0								
FRA	2009											51.0								
FRA	2010											64.0								
FRA	2011											74.0								
FRA	2012											78.0								
FRA	2013											82.0								
FRA	2014											83.0								
FRA	2015						0.0					88.0								
FRA	2016											90.0								
FRA	2017											91.0								
FRA	2018											90.0								
FRA	2019											92.0								
FRA	2020						0.465					95.0								
FRA	2021											96.0								
FRA	2022			0.0	135706.0			0.3			0.0	96.0				142921.0		0.3		
FRA	2023											96.0								
FRA	2024											96.0								
FSM	2000											87.0								
FSM	2001											81.0								
FSM	2002											85.0								
FSM	2003											89.0								
FSM	2004											80.0								
FSM	2005											91.0								
FSM	2006											84.0								
FSM	2007											90.0								
FSM	2008											89.0								
FSM	2009											89.0								
FSM	2010											88.0								
FSM	2011											83.0								
FSM	2012											82.0								
FSM	2013											83.0								
FSM	2014											81.0								
FSM	2015						2.2					78.0								
FSM	2016											76.0								
FSM	2017											80.0								
FSM	2018											83.0								
FSM	2019											84.0								
FSM	2020						2.1950000000000003					88.0								
FSM	2021											79.0								
FSM	2022	40.0	475.0		8328.0	22.0		7.3	1.0	0.0	0.0	75.0	5.0	114.0	11.0	1050.0	30.0	1.0	0.0	0.0
FSM	2023											85.0								
FSM	2024											85.0								
GAB	2000											0.0								
GAB	2001											0.0								
GAB	2002											0.0								
GAB	2003											0.0								
GAB	2004											0.0								
GAB	2005											28.0								
GAB	2006											52.0								
GAB	2007											75.0								
GAB	2008											82.0								
GAB	2009											79.0								
GAB	2010											67.0								
GAB	2011											75.0								
GAB	2012											82.0								
GAB	2013											79.0								
GAB	2014											70.0								
GAB	2015						6.65					80.0								
GAB	2016											75.0								
GAB	2017											75.0								
GAB	2018											70.0								
GAB	2019											70.0								
GAB	2020						4.65					63.0								
GAB	2021											75.0								
GAB	2022	314.0	2300.0	1.0	169379.0	1435.0		5.2	379.0	16.0	0.0	60.0	659.0	2400.0	2.0	103262.0	2847.0	4.3	6.0	0.0
GAB	2023											70.0								
GAB	2024											61.0								
GBR	2000											0.0								
GBR	2001											0.0								
GBR	2002											0.0								
GBR	2003											0.0								
GBR	2004											0.0								
GBR	2005											0.0								
GBR	2006											0.0								
GBR	2007											0.0								
GBR	2008											0.0								
GBR	2009											0.0								
GBR	2010											0.0								
GBR	2011											0.0								
GBR	2012											0.0								
GBR	2013											0.0								
GBR	2014											0.0								
GBR	2015						0.2					0.0								
GBR	2016											0.0								
GBR	2017											0.0								
GBR	2018											0.0								
GBR	2019											93.0								
GBR	2020						0.43999999999999995					93.0								
GBR	2021											93.0								
GBR	2022		90983.0	19.0						45.0	8.0	92.0	397.0		0.0	92900.0		0.2		
GBR	2023											92.0								
GBR	2024											92.0								
GEO	2000											55.0								
GEO	2001											61.0								
GEO	2002											51.0								
GEO	2003											48.0								
GEO	2004											64.0								
GEO	2005											79.0								
GEO	2006											84.0								
GEO	2007											94.0								
GEO	2008											89.0								
GEO	2009											54.0								
GEO	2010											95.0								
GEO	2011											89.0								
GEO	2012											92.0								
GEO	2013											96.0								
GEO	2014											91.0								
GEO	2015						1.2					94.0								
GEO	2016											92.0								
GEO	2017											91.0								
GEO	2018											93.0								
GEO	2019											94.0								
GEO	2020						0.87					88.0								
GEO	2021											85.0								
GEO	2022	265.0	20075.0	26.0	78000.0	132.0		2.4	50.0	0.0	0.0	85.0	183.0	101504.0	100.0	48600.0	60.0	2.3	81550.0	46.0
GEO	2023											93.0								
GEO	2024											90.0								
GHA	2000											0.0								
GHA	2001											0.0								
GHA	2002											80.0								
GHA	2003											80.0								
GHA	2004											80.0								
GHA	2005											84.0								
GHA	2006											84.0								
GHA	2007											94.0								
GHA	2008											93.0								
GHA	2009											94.0								
GHA	2010											94.0								
GHA	2011											91.0								
GHA	2012											92.0								
GHA	2013											90.0								
GHA	2014											98.0								
GHA	2015						6.1					89.0								
GHA	2016											93.0								
GHA	2017											99.0								
GHA	2018											97.0								
GHA	2019											97.0								
GHA	2020						5.550000000000001					94.0								
GHA	2021											98.0								
GHA	2022	13910.0	20007.0	1.0	2865177.0	10325.0		9.0	800.0	4.0	0.0	99.0	1659.0	19200.0	5.0	442797.0	10714.0	1.3	1735.0	8.0
GHA	2023											95.0								
GHA	2024											95.0								
GIN	2000											0.0								
GIN	2001											0.0								
GIN	2002											0.0								
GIN	2003											0.0								
GIN	2004											0.0								
GIN	2005											0.0								
GIN	2006											0.0								
GIN	2007											57.0								
GIN	2008											57.0								
GIN	2009											57.0								
GIN	2010											64.0								
GIN	2011											63.0								
GIN	2012											59.0								
GIN	2013											56.0								
GIN	2014											52.0								
GIN	2015						10.25					48.0								
GIN	2016											47.0								
GIN	2017											47.0								
GIN	2018											51.0								
GIN	2019											53.0								
GIN	2020						8.905000000000001					54.0								
GIN	2021											56.0								
GIN	2022	5520.0	10508.0	1.0	1379599.0	22313.0		10.0	96.0	1.0	0.0	58.0	439.0	7710.0	9.0	103759.0	2290.0	0.7	1398.0	15.0
GIN	2023											60.0								
GIN	2024											63.0								
GMB	2000											91.0								
GMB	2001											91.0								
GMB	2002											92.0								
GMB	2003											94.0								
GMB	2004											95.0								
GMB	2005											95.0								
GMB	2006											95.0								
GMB	2007											97.0								
GMB	2008											98.0								
GMB	2009											97.0								
GMB	2010											97.0								
GMB	2011											96.0								
GMB	2012											98.0								
GMB	2013											97.0								
GMB	2014											96.0								
GMB	2015						3.5					97.0								
GMB	2016											95.0								
GMB	2017											92.0								
GMB	2018											93.0								
GMB	2019											88.0								
GMB	2020						3.5					85.0								
GMB	2021											82.0								
GMB	2022	400.0	469.0	1.0	61609.0	142.0		2.3	20.0	4.0	0.0	79.0	85.0	2389.0	13.0	18188.0	307.0	0.7	64.0	3.0
GMB	2023											84.0								
GMB	2024											80.0								
GNB	2000											0.0								
GNB	2001											0.0								
GNB	2002											0.0								
GNB	2003											0.0								
GNB	2004											0.0								
GNB	2005											0.0								
GNB	2006											0.0								
GNB	2007											0.0								
GNB	2008											0.0								
GNB	2009											80.0								
GNB	2010											82.0								
GNB	2011											89.0								
GNB	2012											87.0								
GNB	2013											87.0								
GNB	2014											86.0								
GNB	2015						3.5999999999999996					86.0								
GNB	2016											85.0								
GNB	2017											79.0								
GNB	2018											82.0								
GNB	2019											78.0								
GNB	2020						5.415					74.0								
GNB	2021											67.0								
GNB	2022	999.0	1977.0	1.0	259599.0	936.0		12.3	93.0	5.0	0.0	74.0	67.0	1171.0	9.0	15727.0	348.0	0.7	214.0	16.0
GNB	2023											74.0								
GNB	2024											68.0								
GNQ	2000											0.0								
GNQ	2001											0.0								
GNQ	2002											0.0								
GNQ	2003											0.0								
GNQ	2004											0.0								
GNQ	2005											0.0								
GNQ	2006											0.0								
GNQ	2007											0.0								
GNQ	2008											0.0								
GNQ	2009											0.0								
GNQ	2010											0.0								
GNQ	2011											0.0								
GNQ	2012											0.0								
GNQ	2013											0.0								
GNQ	2014											53.0								
GNQ	2015						9.0					40.0								
GNQ	2016											53.0								
GNQ	2017											56.0								
GNQ	2018											59.0								
GNQ	2019											62.0								
GNQ	2020						7.385					64.0								
GNQ	2021											67.0								
GNQ	2022	385.0	1872.0	2.0	77032.0	1569.0		4.6	288.0	15.0	0.0	70.0	53.0	1140.0	13.0	8551.0	256.0	0.5	0.0	0.0
GNQ	2023											74.0								
GNQ	2024											68.0								
GRC	2000											89.0								
GRC	2001											90.0								
GRC	2002											91.0								
GRC	2003											92.0								
GRC	2004											92.0								
GRC	2005											93.0								
GRC	2006											94.0								
GRC	2007											95.0								
GRC	2008											95.0								
GRC	2009											95.0								
GRC	2010											95.0								
GRC	2011											95.0								
GRC	2012											98.0								
GRC	2013											98.0								
GRC	2014											96.0								
GRC	2015						0.75					96.0								
GRC	2016											96.0								
GRC	2017											96.0								
GRC	2018											96.0								
GRC	2019											96.0								
GRC	2020						0.46					96.0								
GRC	2021											96.0								
GRC	2022		65000.0	33.0	200000.0			1.9		0.0	0.0	95.0		20000.0		46261.0		0.4	14000.0	
GRC	2023											93.0								
GRC	2024											92.0								
GRD	2000											0.0								
GRD	2001											96.0								
GRD	2002											98.0								
GRD	2003											97.0								
GRD	2004											83.0								
GRD	2005											99.0								
GRD	2006											91.0								
GRD	2007											96.0								
GRD	2008											99.0								
GRD	2009											99.0								
GRD	2010											97.0								
GRD	2011											94.0								
GRD	2012											97.0								
GRD	2013											97.0								
GRD	2014											97.0								
GRD	2015						0.95					92.0								
GRD	2016											96.0								
GRD	2017											96.0								
GRD	2018											95.0								
GRD	2019											94.0								
GRD	2020						0.6699999999999999					72.0								
GRD	2021											77.0								
GRD	2022	7.0	129.0	7.0	1969.0	6.0		1.6	5.0	4.0	0.0	77.0	5.0	278.0	38.0	769.0	11.0	0.6	29.0	9.0
GRD	2023											86.0								
GRD	2024											86.0								
GTM	2000											0.0								
GTM	2001											0.0								
GTM	2002											0.0								
GTM	2003											0.0								
GTM	2004											0.0								
GTM	2005											87.0								
GTM	2006											89.0								
GTM	2007											85.0								
GTM	2008											95.0								
GTM	2009											92.0								
GTM	2010											94.0								
GTM	2011											88.0								
GTM	2012											96.0								
GTM	2013											96.0								
GTM	2014											74.0								
GTM	2015						0.15000000000000002					70.0								
GTM	2016											83.0								
GTM	2017											91.0								
GTM	2018											85.0								
GTM	2019											88.0								
GTM	2020						0.135					90.0								
GTM	2021											80.0								
GTM	2022	365.0	10550.0	10.0	103499.0	200.0		0.6	1273.0	12.0	1.0	81.0	590.0	12311.0	15.0	96623.0	1060.0	0.5	2831.0	19.0
GTM	2023											88.0								
GTM	2024											81.0								
GUY	2000											0.0								
GUY	2001											85.0								
GUY	2002											91.0								
GUY	2003											90.0								
GUY	2004											91.0								
GUY	2005											93.0								
GUY	2006											93.0								
GUY	2007											94.0								
GUY	2008											93.0								
GUY	2009											98.0								
GUY	2010											95.0								
GUY	2011											93.0								
GUY	2012											97.0								
GUY	2013											98.0								
GUY	2014											98.0								
GUY	2015						1.9					95.0								
GUY	2016											97.0								
GUY	2017											97.0								
GUY	2018											95.0								
GUY	2019											99.0								
GUY	2020						1.2449999999999999					99.0								
GUY	2021											98.0								
GUY	2022	64.0	2567.0	13.0	20104.0	32.0		2.5	46.0	2.0	0.0	98.0	32.0	1792.0	38.0	4959.0	73.0	0.6	183.0	9.0
GUY	2023											98.0								
GUY	2024											98.0								
HND	2000											93.0								
HND	2001											95.0								
HND	2002											94.0								
HND	2003											91.0								
HND	2004											93.0								
HND	2005											97.0								
HND	2006											94.0								
HND	2007											93.0								
HND	2008											92.0								
HND	2009											97.0								
HND	2010											97.0								
HND	2011											97.0								
HND	2012											98.0								
HND	2013											99.0								
HND	2014											99.0								
HND	2015						0.8					98.0								
HND	2016											95.0								
HND	2017											90.0								
HND	2018											91.0								
HND	2019											88.0								
HND	2020						0.28					80.0								
HND	2021											77.0								
HND	2022	77.0	3150.0	12.0	26150.0	46.0		0.3	281.0	9.0	1.0	78.0	345.0	7198.0	15.0	56578.0	620.0	0.5	1648.0	19.0
HND	2023											73.0								
HND	2024											75.0								
HRV	2000											0.0								
HRV	2001											0.0								
HRV	2002											0.0								
HRV	2003											0.0								
HRV	2004											0.0								
HRV	2005											0.0								
HRV	2006											0.0								
HRV	2007											94.0								
HRV	2008											97.0								
HRV	2009											97.0								
HRV	2010											97.0								
HRV	2011											96.0								
HRV	2012											96.0								
HRV	2013											96.0								
HRV	2014											95.0								
HRV	2015						0.5					94.0								
HRV	2016											92.0								
HRV	2017											92.0								
HRV	2018											93.0								
HRV	2019											93.0								
HRV	2020						0.6000000000000001					91.0								
HRV	2021											90.0								
HRV	2022											90.0				20000.0		0.5		
HRV	2023											92.0								
HRV	2024											91.0								
HTI	2000											0.0								
HTI	2001											0.0								
HTI	2002											0.0								
HTI	2003											0.0								
HTI	2004											0.0								
HTI	2005											0.0								
HTI	2006											0.0								
HTI	2007											0.0								
HTI	2008											0.0								
HTI	2009											0.0								
HTI	2010											0.0								
HTI	2011											0.0								
HTI	2012											0.0								
HTI	2013											68.0								
HTI	2014											63.0								
HTI	2015						2.55					64.0								
HTI	2016											59.0								
HTI	2017											57.0								
HTI	2018											56.0								
HTI	2019											54.0								
HTI	2020						2.165					58.0								
HTI	2021											48.0								
HTI	2022	526.0	12650.0	6.0	217325.0	1498.0		1.9	120.0	1.0	0.0	48.0	453.0	25673.0	38.0	71450.0	1048.0	0.6	2587.0	9.0
HTI	2023											54.0								
HTI	2024											60.0								
HUN	2000											0.0								
HUN	2001											0.0								
HUN	2002											0.0								
HUN	2003											0.0								
HUN	2004											0.0								
HUN	2005											0.0								
HUN	2006											0.0								
HUN	2007											0.0								
HUN	2008											0.0								
HUN	2009											0.0								
HUN	2010											0.0								
HUN	2011											0.0								
HUN	2012											0.0								
HUN	2013											0.0								
HUN	2014											0.0								
HUN	2015						0.45					0.0								
HUN	2016											0.0								
HUN	2017											0.0								
HUN	2018											0.0								
HUN	2019											0.0								
HUN	2020						0.9750000000000001					0.0								
HUN	2021											0.0								
HUN	2022								1440.0			0.0		22118.0		17984.0		0.2	22118.0	
HUN	2023											0.0								
HUN	2024											0.0								
IDN	2000											65.0								
IDN	2001											62.0								
IDN	2002											63.0								
IDN	2003											64.0								
IDN	2004											64.0								
IDN	2005											65.0								
IDN	2006											66.0								
IDN	2007											76.0								
IDN	2008											82.0								
IDN	2009											82.0								
IDN	2010											83.0								
IDN	2011											81.0								
IDN	2012											85.0								
IDN	2013											90.0								
IDN	2014											88.0								
IDN	2015						1.75					84.0								
IDN	2016											84.0								
IDN	2017											85.0								
IDN	2018											85.0								
IDN	2019											85.0								
IDN	2020						3.685					77.0								
IDN	2021											67.0								
IDN	2022	60535.0	528024.0	3.0	17544081.0	158563.0		6.4	21468.0	4.0	0.0	91.0	6322.0	177981.0	14.0	1392645.0	39134.0	0.5	12674.0	7.0
IDN	2023											83.0								
IDN	2024											78.0								
IND	2000											0.0								
IND	2001											0.0								
IND	2002											0.0								
IND	2003											0.0								
IND	2004											6.0								
IND	2005											8.0								
IND	2006											6.0								
IND	2007											6.0								
IND	2008											29.0								
IND	2009											37.0								
IND	2010											38.0								
IND	2011											44.0								
IND	2012											70.0								
IND	2013											67.0								
IND	2014											77.0								
IND	2015						1.1					87.0								
IND	2016											88.0								
IND	2017											89.0								
IND	2018											90.0								
IND	2019											91.0								
IND	2020						0.98					85.0								
IND	2021											85.0								
IND	2022											93.0								
IND	2023											91.0								
IND	2024											94.0								
IRL	2000											0.0								
IRL	2001											0.0								
IRL	2002											0.0								
IRL	2003											0.0								
IRL	2004											0.0								
IRL	2005											0.0								
IRL	2006											0.0								
IRL	2007											0.0								
IRL	2008											0.0								
IRL	2009											0.0								
IRL	2010											46.0								
IRL	2011											95.0								
IRL	2012											95.0								
IRL	2013											95.0								
IRL	2014											95.0								
IRL	2015						0.0					95.0								
IRL	2016											95.0								
IRL	2017											95.0								
IRL	2018											94.0								
IRL	2019											93.0								
IRL	2020						0.13999999999999999					94.0								
IRL	2021											93.0								
IRL	2022		12500.0	57.0	22000.0			0.4	1698.0	14.0	8.0	93.0		13600.0		7844.0		0.2	8200.0	
IRL	2023											93.0								
IRL	2024											92.0								
IRN	2000											99.0								
IRN	2001											94.0								
IRN	2002											99.0								
IRN	2003											98.0								
IRN	2004											95.0								
IRN	2005											94.0								
IRN	2006											98.0								
IRN	2007											97.0								
IRN	2008											99.0								
IRN	2009											99.0								
IRN	2010											99.0								
IRN	2011											99.0								
IRN	2012											98.0								
IRN	2013											99.0								
IRN	2014											99.0								
IRN	2015						0.1					98.0								
IRN	2016											99.0								
IRN	2017											99.0								
IRN	2018											99.0								
IRN	2019											99.0								
IRN	2020						0.645					99.0								
IRN	2021											98.0								
IRN	2022	6367.0	366852.0	28.0	1321313.0	334.0		1.5	24867.0	7.0	2.0	99.0	361.0	77799.0	46.0	205380.0	6780.0	0.2	33148.0	30.0
IRN	2023											99.0								
IRN	2024											98.0								
IRQ	2000											67.0								
IRQ	2001											66.0								
IRQ	2002											65.0								
IRQ	2003											63.0								
IRQ	2004											62.0								
IRQ	2005											65.0								
IRQ	2006											59.0								
IRQ	2007											56.0								
IRQ	2008											66.0								
IRQ	2009											75.0								
IRQ	2010											72.0								
IRQ	2011											78.0								
IRQ	2012											65.0								
IRQ	2013											68.0								
IRQ	2014											69.0								
IRQ	2015						0.1					68.0								
IRQ	2016											71.0								
IRQ	2017											81.0								
IRQ	2018											86.0								
IRQ	2019											84.0								
IRQ	2020						0.895					74.0								
IRQ	2021											78.0								
IRQ	2022	3370.0	7080.0	1.0	1310122.0	8241.0		2.9	26289.0	100.0	2.0	93.0	316.0	12118.0	14.0	147255.0	4733.0	0.3	9722.0	46.0
IRQ	2023											91.0								
IRQ	2024											90.0								
ISL	2000											0.0								
ISL	2001											0.0								
ISL	2002											0.0								
ISL	2003											0.0								
ISL	2004											0.0								
ISL	2005											0.0								
ISL	2006											0.0								
ISL	2007											0.0								
ISL	2008											0.0								
ISL	2009											0.0								
ISL	2010											0.0								
ISL	2011											0.0								
ISL	2012											0.0								
ISL	2013											0.0								
ISL	2014											0.0								
ISL	2015						0.9					0.0								
ISL	2016											0.0								
ISL	2017											0.0								
ISL	2018											0.0								
ISL	2019											0.0								
ISL	2020						0.16					0.0								
ISL	2021											0.0								
ISL	2022	8.0	903.0	52.0	1738.0	1.0		0.5	162.0	18.0	9.0	0.0	0.0	1142.0	100.0	279.0	42.0	0.1	1025.0	48.0
ISL	2023											0.0								
ISL	2024											0.0								
ISR	2000											98.0								
ISR	2001											96.0								
ISR	2002											98.0								
ISR	2003											98.0								
ISR	2004											99.0								
ISR	2005											96.0								
ISR	2006											96.0								
ISR	2007											99.0								
ISR	2008											99.0								
ISR	2009											98.0								
ISR	2010											97.0								
ISR	2011											98.0								
ISR	2012											97.0								
ISR	2013											97.0								
ISR	2014											97.0								
ISR	2015						0.85					96.0								
ISR	2016											95.0								
ISR	2017											97.0								
ISR	2018											96.0								
ISR	2019											97.0								
ISR	2020						0.53					96.0								
ISR	2021											96.0								
ISR	2022	646.0	24245.0	19.0	130671.0	169.0		1.4	1599.0	7.0	1.0	96.0	340.0	23073.0	54.0	54692.0	156.0	0.7	14782.0	40.0
ISR	2023											96.0								
ISR	2024											96.0								
