country	year	hbv_deaths_num	hbv_diagnosed_num	hbv_diagnosis_rate_pct	hbv_livingwith_num	hbv_new_infections_num	hbv_prevalence_hbsag_pct	hbv_prevalence_pct	hbv_treatment_num	hbv_treatment_rate_diagnosed_pct	hbv_treatment_rate_infected_pct	hbv_vaccine_hepb3_coverage_pct	hcv_deaths_num	hcv_diagnosed_num	hcv_diagnosis_rate_pct	hcv_livingwith_num	hcv_new_infections_num	hcv_prevalence_pct	hcv_treatment_cumulative_num	hcv_treatment_rate_diagnosed_pct
ITA	2000											94.0								
ITA	2001											95.0								
ITA	2002											95.0								
ITA	2003											95.0								
ITA	2004											96.0								
ITA	2005											96.0								
ITA	2006											96.0								
ITA	2007											97.0								
ITA	2008											96.0								
ITA	2009											96.0								
ITA	2010											96.0								
ITA	2011											96.0								
ITA	2012											96.0								
ITA	2013											96.0								
ITA	2014											95.0								
ITA	2015						1.15					93.0								
ITA	2016											93.0								
ITA	2017											94.0								
ITA	2018											95.0								
ITA	2019											95.0								
ITA	2020						0.93					94.0								
ITA	2021											94.0								
ITA	2022			0.0	303000.0			0.5			0.0	95.0				398610.0		0.7	244981.0	
ITA	2023											95.0								
ITA	2024											94.0								
JAM	2000											0.0								
JAM	2001											0.0								
JAM	2002											0.0								
JAM	2003											36.0								
JAM	2004											98.0								
JAM	2005											99.0								
JAM	2006											97.0								
JAM	2007											92.0								
JAM	2008											92.0								
JAM	2009											90.0								
JAM	2010											94.0								
JAM	2011											92.0								
JAM	2012											96.0								
JAM	2013											93.0								
JAM	2014											92.0								
JAM	2015						0.35					91.0								
JAM	2016											98.0								
JAM	2017											93.0								
JAM	2018											97.0								
JAM	2019											96.0								
JAM	2020						1.7650000000000001					95.0								
JAM	2021											89.0								
JAM	2022	396.0	1541.0	1.0	107261.0	167.0		3.8	257.0	17.0	0.0	98.0	111.0	6266.0	39.0	17219.0	256.0	0.6	659.0	10.0
JAM	2023											99.0								
JAM	2024											99.0								
JOR	2000											93.0								
JOR	2001											97.0								
JOR	2002											95.0								
JOR	2003											97.0								
JOR	2004											95.0								
JOR	2005											95.0								
JOR	2006											98.0								
JOR	2007											98.0								
JOR	2008											97.0								
JOR	2009											98.0								
JOR	2010											98.0								
JOR	2011											98.0								
JOR	2012											98.0								
JOR	2013											98.0								
JOR	2014											98.0								
JOR	2015						1.8					99.0								
JOR	2016											98.0								
JOR	2017											99.0								
JOR	2018											96.0								
JOR	2019											89.0								
JOR	2020						1.5150000000000001					77.0								
JOR	2021											85.0								
JOR	2022	624.0	2913.0	1.0	199009.0	472.0		1.8	940.0	32.0	0.0	92.0	100.0	3883.0	22.0	26787.0	575.0	0.2	2582.0	41.0
JOR	2023											96.0								
JOR	2024											96.0								
JPN	2000											0.0								
JPN	2001											0.0								
JPN	2002											0.0								
JPN	2003											0.0								
JPN	2004											0.0								
JPN	2005											0.0								
JPN	2006											0.0								
JPN	2007											0.0								
JPN	2008											0.0								
JPN	2009											0.0								
JPN	2010											0.0								
JPN	2011											0.0								
JPN	2012											0.0								
JPN	2013											0.0								
JPN	2014											0.0								
JPN	2015						2.0					0.0								
JPN	2016											0.0								
JPN	2017											0.0								
JPN	2018											0.0								
JPN	2019											99.0								
JPN	2020						1.0350000000000001					92.0								
JPN	2021											96.0								
JPN	2022	3391.0	585323.0	62.0	949057.0	152.0		0.8	187775.0	32.0	20.0	96.0	10599.0	472496.0	100.0	448150.0	1368.0	0.4	347858.0	43.0
JPN	2023											95.0								
JPN	2024											95.0								
KAZ	2000											99.0								
KAZ	2001											95.0								
KAZ	2002											95.0								
KAZ	2003											99.0								
KAZ	2004											99.0								
KAZ	2005											94.0								
KAZ	2006											99.0								
KAZ	2007											94.0								
KAZ	2008											99.0								
KAZ	2009											99.0								
KAZ	2010											99.0								
KAZ	2011											99.0								
KAZ	2012											95.0								
KAZ	2013											99.0								
KAZ	2014											95.0								
KAZ	2015						0.9					98.0								
KAZ	2016											83.0								
KAZ	2017											99.0								
KAZ	2018											98.0								
KAZ	2019											97.0								
KAZ	2020						1.7349999999999999					88.0								
KAZ	2021											95.0								
KAZ	2022	1528.0	52191.0	12.0	448360.0	956.0		2.3	3167.0	6.0	1.0	99.0	1243.0	27412.0	17.0	383180.0	7359.0	2.0	45891.0	65.0
KAZ	2023											97.0								
KAZ	2024											98.0								
KEN	2000											0.0								
KEN	2001											0.0								
KEN	2002											84.0								
KEN	2003											73.0								
KEN	2004											73.0								
KEN	2005											76.0								
KEN	2006											80.0								
KEN	2007											81.0								
KEN	2008											88.0								
KEN	2009											88.0								
KEN	2010											90.0								
KEN	2011											96.0								
KEN	2012											94.0								
KEN	2013											87.0								
KEN	2014											92.0								
KEN	2015						1.55					89.0								
KEN	2016											88.0								
KEN	2017											81.0								
KEN	2018											91.0								
KEN	2019											93.0								
KEN	2020						1.03					93.0								
KEN	2021											95.0								
KEN	2022	11498.0	5804.0	0.0	2360984.0	11518.0		4.4	1714.0	30.0	0.0	94.0	1172.0	34839.0	11.0	476477.0	16002.0	0.9	22076.0	40.0
KEN	2023											93.0								
KEN	2024											91.0								
KGZ	2000											44.0								
KGZ	2001											57.0								
KGZ	2002											99.0								
KGZ	2003											99.0								
KGZ	2004											99.0								
KGZ	2005											97.0								
KGZ	2006											90.0								
KGZ	2007											94.0								
KGZ	2008											97.0								
KGZ	2009											96.0								
KGZ	2010											96.0								
KGZ	2011											96.0								
KGZ	2012											96.0								
KGZ	2013											97.0								
KGZ	2014											96.0								
KGZ	2015						1.95					97.0								
KGZ	2016											96.0								
KGZ	2017											92.0								
KGZ	2018											94.0								
KGZ	2019											95.0								
KGZ	2020						1.925					86.0								
KGZ	2021											89.0								
KGZ	2022	1176.0	55347.0	16.0	349644.0	730.0		5.3	1117.0	2.0	0.0	90.0	605.0	30738.0	21.0	170824.0	4103.0	2.5	7199.0	19.0
KGZ	2023											87.0								
KGZ	2024											84.0								
KHM	2000											0.0								
KHM	2001											0.0								
KHM	2002											0.0								
KHM	2003											0.0								
KHM	2004											0.0								
KHM	2005											0.0								
KHM	2006											80.0								
KHM	2007											82.0								
KHM	2008											91.0								
KHM	2009											92.0								
KHM	2010											91.0								
KHM	2011											91.0								
KHM	2012											91.0								
KHM	2013											86.0								
KHM	2014											90.0								
KHM	2015						1.8					91.0								
KHM	2016											91.0								
KHM	2017											90.0								
KHM	2018											89.0								
KHM	2019											88.0								
KHM	2020						2.145					86.0								
KHM	2021											86.0								
KHM	2022	1310.0	26480.0	5.0	496539.0	888.0		3.0	1477.0	6.0	0.0	84.0	1034.0	24516.0	23.0	183160.0	4625.0	1.2	24209.0	51.0
KHM	2023											84.0								
KHM	2024											83.0								
KIR	2000											90.0								
KIR	2001											85.0								
KIR	2002											79.0								
KIR	2003											73.0								
KIR	2004											67.0								
KIR	2005											50.0								
KIR	2006											88.0								
KIR	2007											96.0								
KIR	2008											83.0								
KIR	2009											86.0								
KIR	2010											91.0								
KIR	2011											95.0								
KIR	2012											94.0								
KIR	2013											95.0								
KIR	2014											75.0								
KIR	2015						9.45					82.0								
KIR	2016											81.0								
KIR	2017											90.0								
KIR	2018											95.0								
KIR	2019											97.0								
KIR	2020						8.715					92.0								
KIR	2021											90.0								
KIR	2022	48.0	78.0		10504.0	39.0		8.0	0.0	0.0	0.0	91.0	6.0	131.0	11.0	1216.0	34.0	1.0	0.0	0.0
KIR	2023											90.0								
KIR	2024											94.0								
KNA	2000											99.0								
KNA	2001											99.0								
KNA	2002											96.0								
KNA	2003											99.0								
KNA	2004											96.0								
KNA	2005											99.0								
KNA	2006											99.0								
KNA	2007											99.0								
KNA	2008											98.0								
KNA	2009											97.0								
KNA	2010											96.0								
KNA	2011											98.0								
KNA	2012											98.0								
KNA	2013											97.0								
KNA	2014											98.0								
KNA	2015						0.75					94.0								
KNA	2016											98.0								
KNA	2017											98.0								
KNA	2018											98.0								
KNA	2019											97.0								
KNA	2020						0.47					99.0								
KNA	2021											96.0								
KNA	2022	3.0	50.0	7.0	748.0	2.0		1.6	2.0	5.0	0.0	96.0	2.0	111.0	38.0	299.0	5.0	0.6	7.0	6.0
KNA	2023											97.0								
KNA	2024											97.0								
KOR	2000											93.0								
KOR	2001											89.0								
KOR	2002											92.0								
KOR	2003											91.0								
KOR	2004											92.0								
KOR	2005											99.0								
KOR	2006											99.0								
KOR	2007											91.0								
KOR	2008											94.0								
KOR	2009											94.0								
KOR	2010											94.0								
KOR	2011											99.0								
KOR	2012											99.0								
KOR	2013											99.0								
KOR	2014											99.0								
KOR	2015						1.9500000000000002					98.0								
KOR	2016											98.0								
KOR	2017											98.0								
KOR	2018											98.0								
KOR	2019											98.0								
KOR	2020						1.4849999999999999					98.0								
KOR	2021											98.0								
KOR	2022	7225.0	1156952.0	83.0	1395575.0	189.0		2.7	292644.0	25.0	21.0	97.0	931.0	20098.0	56.0	88916.0	1910.0	0.2	69760.0	81.0
KOR	2023											97.0								
KOR	2024											97.0								
KWT	2000											95.0								
KWT	2001											99.0								
KWT	2002											99.0								
KWT	2003											99.0								
KWT	2004											94.0								
KWT	2005											99.0								
KWT	2006											99.0								
KWT	2007											99.0								
KWT	2008											99.0								
KWT	2009											99.0								
KWT	2010											99.0								
KWT	2011											99.0								
KWT	2012											98.0								
KWT	2013											99.0								
KWT	2014											96.0								
KWT	2015						0.5					99.0								
KWT	2016											99.0								
KWT	2017											99.0								
KWT	2018											91.0								
KWT	2019											92.0								
KWT	2020						0.335					93.0								
KWT	2021											94.0								
KWT	2022	391.0	7488.0	11.0	65455.0	26.0		1.5	1779.0	24.0	3.0	96.0	78.0	6011.0	38.0	19212.0	480.0	0.5	2264.0	28.0
KWT	2023											99.0								
KWT	2024											99.0								
LAO	2000											0.0								
LAO	2001											0.0								
LAO	2002											0.0								
LAO	2003											50.0								
LAO	2004											45.0								
LAO	2005											49.0								
LAO	2006											57.0								
LAO	2007											50.0								
LAO	2008											61.0								
LAO	2009											67.0								
LAO	2010											74.0								
LAO	2011											76.0								
LAO	2012											77.0								
LAO	2013											83.0								
LAO	2014											83.0								
LAO	2015						3.3499999999999996					82.0								
LAO	2016											82.0								
LAO	2017											78.0								
LAO	2018											75.0								
LAO	2019											66.0								
LAO	2020						2.5549999999999997					61.0								
LAO	2021											65.0								
LAO	2022	529.0	11584.0	4.0	260495.0	961.0		3.5	173.0	1.0	0.0	70.0	210.0	5624.0	17.0	41888.0	971.0	0.6	1845.0	25.0
LAO	2023											74.0								
LAO	2024											67.0								
LBN	2000											83.0								
LBN	2001											80.0								
LBN	2002											77.0								
LBN	2003											74.0								
LBN	2004											75.0								
LBN	2005											77.0								
LBN	2006											78.0								
LBN	2007											80.0								
LBN	2008											81.0								
LBN	2009											81.0								
LBN	2010											81.0								
LBN	2011											80.0								
LBN	2012											80.0								
LBN	2013											80.0								
LBN	2014											80.0								
LBN	2015						0.75					80.0								
LBN	2016											80.0								
LBN	2017											80.0								
LBN	2018											80.0								
LBN	2019											80.0								
LBN	2020						0.5650000000000001					68.0								
LBN	2021											64.0								
LBN	2022	276.0	7552.0	11.0	71615.0	95.0		1.3	734.0	10.0	1.0	64.0	25.0	1342.0	30.0	7665.0	228.0	0.1	1424.0	53.0
LBN	2023											50.0								
LBN	2024											46.0								
LBR	2000											0.0								
LBR	2001											0.0								
LBR	2002											0.0								
LBR	2003											0.0								
LBR	2004											0.0								
LBR	2005											0.0								
LBR	2006											0.0								
LBR	2007											0.0								
LBR	2008											75.0								
LBR	2009											81.0								
LBR	2010											70.0								
LBR	2011											77.0								
LBR	2012											80.0								
LBR	2013											80.0								
LBR	2014											63.0								
LBR	2015						11.35					65.0								
LBR	2016											73.0								
LBR	2017											80.0								
LBR	2018											81.0								
LBR	2019											71.0								
LBR	2020						9.09					66.0								
LBR	2021											67.0								
LBR	2022	899.0	1740.0	1.0	228492.0	1996.0		4.3	82.0	5.0	0.0	79.0	168.0	2950.0	9.0	39618.0	876.0	0.7	543.0	16.0
LBR	2023											83.0								
LBR	2024											83.0								
LBY	2000											92.0								
LBY	2001											93.0								
LBY	2002											91.0								
LBY	2003											96.0								
LBY	2004											99.0								
LBY	2005											97.0								
LBY	2006											98.0								
LBY	2007											98.0								
LBY	2008											98.0								
LBY	2009											98.0								
LBY	2010											98.0								
LBY	2011											98.0								
LBY	2012											98.0								
LBY	2013											96.0								
LBY	2014											94.0								
LBY	2015						1.05					97.0								
LBY	2016											97.0								
LBY	2017											97.0								
LBY	2018											73.0								
LBY	2019											73.0								
LBY	2020						1.125					73.0								
LBY	2021											73.0								
LBY	2022	426.0	13266.0	11.0	111125.0	232.0		1.6	3214.0	25.0	3.0	73.0	151.0	45995.0	75.0	62271.0	2803.0	1.4	3722.0	8.0
LBY	2023											73.0								
LBY	2024											86.0								
LCA	2000											0.0								
LCA	2001											0.0								
LCA	2002											14.0								
LCA	2003											84.0								
LCA	2004											91.0								
LCA	2005											95.0								
LCA	2006											85.0								
LCA	2007											99.0								
LCA	2008											96.0								
LCA	2009											95.0								
LCA	2010											97.0								
LCA	2011											99.0								
LCA	2012											98.0								
LCA	2013											99.0								
LCA	2014											99.0								
LCA	2015						0.8500000000000001					99.0								
LCA	2016											95.0								
LCA	2017											80.0								
LCA	2018											95.0								
LCA	2019											92.0								
LCA	2020						0.79					86.0								
LCA	2021											80.0								
LCA	2022	10.0	185.0	7.0	2824.0	9.0		1.6	7.0	4.0	0.0	81.0	7.0	399.0	39.0	1098.0	16.0	0.6	42.0	10.0
LCA	2023											74.0								
LCA	2024											99.0								
LKA	2000											0.0								
LKA	2001											0.0								
LKA	2002											0.0								
LKA	2003											32.0								
LKA	2004											62.0								
LKA	2005											99.0								
LKA	2006											98.0								
LKA	2007											98.0								
LKA	2008											98.0								
LKA	2009											97.0								
LKA	2010											99.0								
LKA	2011											99.0								
LKA	2012											99.0								
LKA	2013											99.0								
LKA	2014											99.0								
LKA	2015						1.3					99.0								
LKA	2016											99.0								
LKA	2017											99.0								
LKA	2018											99.0								
LKA	2019											99.0								
LKA	2020						1.18					96.0								
LKA	2021											96.0								
LKA	2022	1869.0	35768.0	7.0	485573.0	1491.0		2.2	34.0	0.0	0.0	98.0	610.0	16306.0	17.0	120135.0	2814.0	0.6	5542.0	26.0
LKA	2023											99.0								
LKA	2024											97.0								
LSO	2000											0.0								
LSO	2001											0.0								
LSO	2002											0.0								
LSO	2003											17.0								
LSO	2004											60.0								
LSO	2005											87.0								
LSO	2006											91.0								
LSO	2007											90.0								
LSO	2008											88.0								
LSO	2009											91.0								
LSO	2010											93.0								
LSO	2011											96.0								
LSO	2012											95.0								
LSO	2013											93.0								
LSO	2014											88.0								
LSO	2015						3.05					83.0								
LSO	2016											87.0								
LSO	2017											89.0								
LSO	2018											90.0								
LSO	2019											92.0								
LSO	2020						3.4899999999999998					93.0								
LSO	2021											95.0								
LSO	2022	1269.0	38050.0	16.0	242317.0	1048.0		10.5	57.0	0.0	0.0	92.0	82.0	2181.0	24.0	9312.0	127.0	0.4	67.0	3.0
LSO	2023											90.0								
LSO	2024											86.0								
LTU	2000											98.0								
LTU	2001											95.0								
LTU	2002											94.0								
LTU	2003											95.0								
LTU	2004											94.0								
LTU	2005											95.0								
LTU	2006											95.0								
LTU	2007											96.0								
LTU	2008											96.0								
LTU	2009											95.0								
LTU	2010											94.0								
LTU	2011											95.0								
LTU	2012											93.0								
LTU	2013											93.0								
LTU	2014											94.0								
LTU	2015						0.9					94.0								
LTU	2016											95.0								
LTU	2017											94.0								
LTU	2018											93.0								
LTU	2019											92.0								
LTU	2020						0.6900000000000001					91.0								
LTU	2021											90.0								
LTU	2022		79.0							0.0		90.0		1124.0		22410.0		0.8		
LTU	2023											90.0								
LTU	2024											87.0								
LUX	2000											77.0								
LUX	2001											86.0								
LUX	2002											95.0								
LUX	2003											95.0								
LUX	2004											94.0								
LUX	2005											95.0								
LUX	2006											95.0								
LUX	2007											87.0								
LUX	2008											94.0								
LUX	2009											95.0								
LUX	2010											94.0								
LUX	2011											95.0								
LUX	2012											94.0								
LUX	2013											94.0								
LUX	2014											94.0								
LUX	2015						0.44999999999999996					94.0								
LUX	2016											94.0								
LUX	2017											94.0								
LUX	2018											96.0								
LUX	2019											96.0								
LUX	2020						0.195					96.0								
LUX	2021											96.0								
LUX	2022											97.0				1243.0		0.2		
LUX	2023											98.0								
LUX	2024											98.0								
LVA	2000											95.0								
LVA	2001											96.0								
LVA	2002											98.0								
LVA	2003											98.0								
LVA	2004											98.0								
LVA	2005											99.0								
LVA	2006											94.0								
LVA	2007											91.0								
LVA	2008											93.0								
LVA	2009											92.0								
LVA	2010											91.0								
LVA	2011											89.0								
LVA	2012											90.0								
LVA	2013											94.0								
LVA	2014											92.0								
LVA	2015						1.0					94.0								
LVA	2016											98.0								
LVA	2017											98.0								
LVA	2018											96.0								
LVA	2019											99.0								
LVA	2020						0.785					99.0								
LVA	2021											94.0								
LVA	2022											95.0		30000.0		30000.0		1.6	11550.0	
LVA	2023											97.0								
LVA	2024											99.0								
MAR	2000											43.0								
MAR	2001											84.0								
MAR	2002											92.0								
MAR	2003											90.0								
MAR	2004											95.0								
MAR	2005											96.0								
MAR	2006											95.0								
MAR	2007											95.0								
MAR	2008											97.0								
MAR	2009											98.0								
MAR	2010											98.0								
MAR	2011											98.0								
MAR	2012											99.0								
MAR	2013											99.0								
MAR	2014											99.0								
MAR	2015						1.0					99.0								
MAR	2016											99.0								
MAR	2017											99.0								
MAR	2018											99.0								
MAR	2019											99.0								
MAR	2020						0.765					99.0								
MAR	2021											98.0								
MAR	2022	555.0	91901.0	41.0	223645.0	187.0		0.6	6502.0	7.0	3.0	98.0	565.0	23085.0	24.0	125566.0	3416.0	0.3	10083.0	31.0
MAR	2023											97.0								
MAR	2024											96.0								
MCO	2000											99.0								
MCO	2001											99.0								
MCO	2002											99.0								
MCO	2003											99.0								
MCO	2004											99.0								
MCO	2005											99.0								
MCO	2006											99.0								
MCO	2007											99.0								
MCO	2008											99.0								
MCO	2009											99.0								
MCO	2010											99.0								
MCO	2011											99.0								
MCO	2012											99.0								
MCO	2013											99.0								
MCO	2014											99.0								
MCO	2015						0.4					99.0								
MCO	2016											99.0								
MCO	2017											99.0								
MCO	2018											99.0								
MCO	2019											99.0								
MCO	2020						0.5					99.0								
MCO	2021											99.0								
MCO	2022	1.0	53.0	31.0	172.0	0.0		0.5	16.0	30.0	9.0	99.0	1.0	54.0	69.0	110.0	1.0	0.3	74.0	59.0
MCO	2023											99.0								
MCO	2024											99.0								
MDA	2000											92.0								
MDA	2001											94.0								
MDA	2002											99.0								
MDA	2003											99.0								
MDA	2004											99.0								
MDA	2005											99.0								
MDA	2006											98.0								
MDA	2007											95.0								
MDA	2008											97.0								
MDA	2009											89.0								
MDA	2010											98.0								
MDA	2011											96.0								
MDA	2012											94.0								
MDA	2013											91.0								
MDA	2014											92.0								
MDA	2015						2.8000000000000003					88.0								
MDA	2016											91.0								
MDA	2017											89.0								
MDA	2018											94.0								
MDA	2019											94.0								
MDA	2020						2.49					87.0								
MDA	2021											87.0								
MDA	2022	1913.0	19999.0	7.0	294803.0	270.0		9.0	28.0	0.0	0.0	90.0	221.0	19608.0	30.0	73675.0	1626.0	2.1	3381.0	15.0
MDA	2023											88.0								
MDA	2024											88.0								
MDG	2000											0.0								
MDG	2001											0.0								
MDG	2002											51.0								
MDG	2003											61.0								
MDG	2004											71.0								
MDG	2005											81.0								
MDG	2006											82.0								
MDG	2007											84.0								
MDG	2008											77.0								
MDG	2009											77.0								
MDG	2010											70.0								
MDG	2011											73.0								
MDG	2012											68.0								
MDG	2013											70.0								
MDG	2014											68.0								
MDG	2015						6.3					62.0								
MDG	2016											68.0								
MDG	2017											65.0								
MDG	2018											74.0								
MDG	2019											69.0								
MDG	2020						4.27					67.0								
MDG	2021											55.0								
MDG	2022	5631.0	3191.0	0.0	1131542.0	4087.0		6.4	5989.0	100.0	1.0	57.0	799.0	6539.0	8.0	111828.0	2329.0	0.4	2598.0	29.0
MDG	2023											65.0								
MDG	2024											60.0								
MDV	2000											96.0								
MDV	2001											98.0								
MDV	2002											98.0								
MDV	2003											98.0								
MDV	2004											97.0								
MDV	2005											98.0								
MDV	2006											98.0								
MDV	2007											98.0								
MDV	2008											98.0								
MDV	2009											98.0								
MDV	2010											97.0								
MDV	2011											96.0								
MDV	2012											99.0								
MDV	2013											99.0								
MDV	2014											99.0								
MDV	2015						0.7999999999999999					99.0								
MDV	2016											98.0								
MDV	2017											98.0								
MDV	2018											98.0								
MDV	2019											98.0								
MDV	2020						1.23					98.0								
MDV	2021											95.0								
MDV	2022	102.0	3185.0	12.0	27324.0	175.0		5.2	103.0	3.0	0.0	98.0	15.0	391.0	17.0	2859.0	68.0	0.6	127.0	25.0
MDV	2023											98.0								
MDV	2024											99.0								
MEX	2000											97.0								
MEX	2001											97.0								
MEX	2002											97.0								
MEX	2003											98.0								
MEX	2004											98.0								
MEX	2005											98.0								
MEX	2006											98.0								
MEX	2007											98.0								
MEX	2008											97.0								
MEX	2009											95.0								
MEX	2010											93.0								
MEX	2011											98.0								
MEX	2012											99.0								
MEX	2013											79.0								
MEX	2014											84.0								
MEX	2015						0.15					76.0								
MEX	2016											82.0								
MEX	2017											58.0								
MEX	2018											55.0								
MEX	2019											56.0								
MEX	2020						0.38					77.0								
MEX	2021											80.0								
MEX	2022	3927.0	13376.0	11.0	117412.0	188.0		0.1	1124.0	8.0	1.0	83.0	11851.0	84312.0	16.0	678258.0	5736.0	0.5	26780.0	24.0
MEX	2023											85.0								
MEX	2024											78.0								
MHL	2000											38.0								
MHL	2001											76.0								
MHL	2002											80.0								
MHL	2003											74.0								
MHL	2004											72.0								
MHL	2005											89.0								
MHL	2006											97.0								
MHL	2007											93.0								
MHL	2008											97.0								
MHL	2009											99.0								
MHL	2010											97.0								
MHL	2011											89.0								
MHL	2012											80.0								
MHL	2013											80.0								
MHL	2014											79.0								
MHL	2015						5.2					85.0								
MHL	2016											73.0								
MHL	2017											82.0								
MHL	2018											84.0								
MHL	2019											82.0								
MHL	2020						3.3299999999999996					86.0								
MHL	2021											89.0								
MHL	2022	8.0	1153.0		2024.0	8.0		4.9	3.0	0.0	0.0	87.0	1.0	40.0	10.0	415.0	11.0	1.0	0.0	0.0
MHL	2023											89.0								
MHL	2024											89.0								
MKD	2000											0.0								
MKD	2001											0.0								
MKD	2002											0.0								
MKD	2003											0.0								
MKD	2004											0.0								
MKD	2005											53.0								
MKD	2006											89.0								
MKD	2007											96.0								
MKD	2008											97.0								
MKD	2009											95.0								
MKD	2010											90.0								
MKD	2011											96.0								
MKD	2012											98.0								
MKD	2013											97.0								
MKD	2014											97.0								
MKD	2015						1.05					92.0								
MKD	2016											94.0								
MKD	2017											91.0								
MKD	2018											92.0								
MKD	2019											92.0								
MKD	2020						1.475					84.0								
MKD	2021											79.0								
MKD	2022	133.0	8257.0	23.0	35851.0	48.0		1.7	554.0	7.0	2.0	84.0	75.0	3182.0	33.0	15473.0	267.0	0.6	3050.0	50.0
MKD	2023											86.0								
MKD	2024											91.0								
MLI	2000											0.0								
MLI	2001											0.0								
MLI	2002											0.0								
MLI	2003											79.0								
MLI	2004											73.0								
MLI	2005											83.0								
MLI	2006											90.0								
MLI	2007											74.0								
MLI	2008											74.0								
MLI	2009											71.0								
MLI	2010											72.0								
MLI	2011											66.0								
MLI	2012											65.0								
MLI	2013											64.0								
MLI	2014											66.0								
MLI	2015						6.7					70.0								
MLI	2016											76.0								
MLI	2017											77.0								
MLI	2018											76.0								
MLI	2019											77.0								
MLI	2020						7.710000000000001					70.0								
MLI	2021											77.0								
MLI	2022	6252.0	68130.0	4.0	1581973.0	12432.0		13.9	3476.0	5.0	0.0	75.0	715.0	12568.0	9.0	170319.0	3733.0	0.7	2229.0	15.0
MLI	2023											75.0								
MLI	2024											82.0								
MLT	2000											0.0								
MLT	2001											0.0								
MLT	2002											0.0								
MLT	2003											89.0								
MLT	2004											85.0								
MLT	2005											85.0								
MLT	2006											86.0								
MLT	2007											82.0								
MLT	2008											86.0								
MLT	2009											86.0								
MLT	2010											75.0								
MLT	2011											82.0								
MLT	2012											93.0								
MLT	2013											94.0								
MLT	2014											90.0								
MLT	2015						0.8500000000000001					95.0								
MLT	2016											97.0								
MLT	2017											88.0								
MLT	2018											98.0								
MLT	2019											98.0								
MLT	2020						0.695					98.0								
MLT	2021											99.0								
MLT	2022		28000.0							0.0		98.0		1336.0		694.0		0.1	519.0	
MLT	2023											98.0								
MLT	2024											97.0								
MMR	2000											0.0								
MMR	2001											0.0								
MMR	2002											0.0								
MMR	2003											8.0								
MMR	2004											39.0								
MMR	2005											62.0								
MMR	2006											75.0								
MMR	2007											85.0								
MMR	2008											85.0								
MMR	2009											91.0								
MMR	2010											92.0								
MMR	2011											40.0								
MMR	2012											58.0								
MMR	2013											75.0								
MMR	2014											88.0								
MMR	2015						3.1					89.0								
MMR	2016											90.0								
MMR	2017											89.0								
MMR	2018											91.0								
MMR	2019											90.0								
MMR	2020						3.18					84.0								
MMR	2021											37.0								
MMR	2022											71.0								
MMR	2023											71.0								
MMR	2024											71.0								
MNE	2006											90.0								
MNE	2007											90.0								
MNE	2008											93.0								
MNE	2009											87.0								
MNE	2010											90.0								
MNE	2011											91.0								
MNE	2012											90.0								
MNE	2013											90.0								
MNE	2014											87.0								
MNE	2015						1.2999999999999998					82.0								
MNE	2016											75.0								
MNE	2017											73.0								
MNE	2018											72.0								
MNE	2019											68.0								
MNE	2020						1.905					52.0								
MNE	2021											51.0								
MNE	2022	41.0	2134.0	23.0	9264.0	6.0		1.5	145.0	7.0	2.0	45.0	23.0	953.0	33.0	4648.0	80.0	0.6	912.0	50.0
MNE	2023											42.0								
MNE	2024											61.0								
MNG	2000											93.0								
MNG	2001											95.0								
MNG	2002											98.0								
MNG	2003											98.0								
MNG	2004											98.0								
MNG	2005											98.0								
MNG	2006											98.0								
MNG	2007											98.0								
MNG	2008											96.0								
MNG	2009											97.0								
MNG	2010											96.0								
MNG	2011											99.0								
MNG	2012											99.0								
MNG	2013											98.0								
MNG	2014											99.0								
MNG	2015						6.25					99.0								
MNG	2016											99.0								
MNG	2017											99.0								
MNG	2018											99.0								
MNG	2019											98.0								
MNG	2020						4.9350000000000005					96.0								
MNG	2021											95.0								
MNG	2022	677.0	87949.0	46.0	193155.0	316.0		5.7	4701.0	5.0	2.0	95.0	763.0	124886.0	98.0	128501.0	1939.0	3.7	64836.0	35.0
MNG	2023											96.0								
MNG	2024											96.0								
MOZ	2000											0.0								
MOZ	2001											25.0								
MOZ	2002											76.0								
MOZ	2003											76.0								
MOZ	2004											76.0								
MOZ	2005											75.0								
MOZ	2006											75.0								
MOZ	2007											75.0								
MOZ	2008											75.0								
MOZ	2009											74.0								
MOZ	2010											74.0								
MOZ	2011											77.0								
MOZ	2012											80.0								
MOZ	2013											82.0								
MOZ	2014											85.0								
MOZ	2015						5.45					85.0								
MOZ	2016											85.0								
MOZ	2017											85.0								
MOZ	2018											85.0								
MOZ	2019											85.0								
MOZ	2020						1.275					71.0								
MOZ	2021											56.0								
MOZ	2022	7878.0	244098.0	12.0	2034837.0	13807.0		6.2	62000.0	25.0	3.0	55.0	938.0	9704.0	4.0	242440.0	3439.0	0.7	476.0	5.0
MOZ	2023											70.0								
MOZ	2024											70.0								
MRT	2000											0.0								
MRT	2001											0.0								
MRT	2002											0.0								
MRT	2003											0.0								
MRT	2004											0.0								
MRT	2005											42.0								
MRT	2006											68.0								
MRT	2007											74.0								
MRT	2008											74.0								
MRT	2009											64.0								
MRT	2010											64.0								
MRT	2011											75.0								
MRT	2012											80.0								
MRT	2013											80.0								
MRT	2014											81.0								
MRT	2015						7.25					73.0								
MRT	2016											74.0								
MRT	2017											76.0								
MRT	2018											77.0								
MRT	2019											80.0								
